Date,NO Consume,SE Consume,FI Consume,DK Consume,Nordic Consume,EE Consume,LV Consume,LT Consume,Baltic Consume
31-01-2016,420532,427871,239260,89096,1.17676e+06,23049,18913,25066,67028
01-02-2016,463594,486248,264943,104054,1.3188e+06,26131,21664,29358,77153
02-02-2016,451866,473436,268677,102366,1.29647e+06,26775,21928,29071,77774
03-02-2016,453225,475178,267506,102675,1.29886e+06,26898,22093,29103,78094
04-02-2016,464635,486534,271899,103170,1.32622e+06,26899,22366,30058,79323
05-02-2016,468288,483641,275867,102393,1.32971e+06,26864,21884,28932,77680
06-02-2016,420266,422917,259852,88024,1.19113e+06,24046,19590,26463,70099
07-02-2016,404398,395654,239991,84961,1.12563e+06,22993,18987,24843,66823
08-02-2016,432877,446227,255839,100308,1.23514e+06,26080,21679,29067,76826
09-02-2016,434195,447052,255965,102275,1.2395e+06,25648,21901,28884,76433
10-02-2016,442413,472479,252775,105375,1.26432e+06,25860,22273,29468,77601
11-02-2016,457098,466552,252227,104311,1.2802e+06,26208,22520,30305,79033
12-02-2016,472144,475975,260936,101391,1.31046e+06,26034,21965,29384,77383
13-02-2016,456276,448446,245584,91271,1.24159e+06,23019,19612,25728,68359
14-02-2016,458553,448709,239865,89279,1.23699e+06,22673,19286,25476,67435
15-02-2016,495689,510792,261172,102962,1.37062e+06,25784,21872,27813,75469
16-02-2016,492597,504965,265631,104074,1.36728e+06,26338,22260,25286,73884
17-02-2016,467277,490743,265646,103330,1.32615e+06,26308,22194,28951,77453
18-02-2016,472798,504724,265189,105596,1.33714e+06,26940,22816,29503,79259
19-02-2016,464786,487992,265657,100505,1.304e+06,26462,22533,29985,78980
20-02-2016,434528,455251,248032,85808,1.20689e+06,23559,20192,27036,70787
21-02-2016,424264,428945,242117,82586,1.16459e+06,22810,19590,25993,68393
22-02-2016,457191,476228,262975,95460,1.27569e+06,25740,21997,29727,77464
23-02-2016,459011,482265,264039,97839,1.28809e+06,24785,21912,29744,76441
24-02-2016,456167,485086,262832,100029,1.29096e+06,22384,22001,29895,74280
25-02-2016,462529,489577,261725,101972,1.30147e+06,24986,21920,29912,76818
26-02-2016,454288,480943,269715,97465,1.28775e+06,25154,21817,29336,76307
27-02-2016,434837,449688,258279,89543,1.21965e+06,22638,19252,26307,68197
28-02-2016,428176,448231,245553,89174,1.1972e+06,21976,18832,25682,66490
29-02-2016,467754,503601,268050,103099,1.32675e+06,25463,21809,29603,76875
01-03-2016,468967,486994,262262,102714,1.32095e+06,26096,21864,29918,77878
02-03-2016,466987,480415,263285,104020,1.31472e+06,26329,21870,29994,78193
03-03-2016,462235,471869,270486,103402,1.30799e+06,26362,21865,30058,78285
04-03-2016,449329,464679,268568,100953,1.28354e+06,25792,21622,30227,77641
05-03-2016,423564,426882,246959,88282,1.18569e+06,23101,19439,26562,69102
06-03-2016,419594,435732,237945,89067,1.18235e+06,22252,18918,25426,66596
07-03-2016,448206,473517,255985,102821,1.28054e+06,25423,21659,29560,76642
08-03-2016,447358,462297,255502,104035,1.26917e+06,25733,22231,30313,78277
09-03-2016,444595,458952,252172,101337,1.25707e+06,25149,21919,29746,76814
10-03-2016,438730,459022,252240,102824,1.25281e+06,25466,21680,28730,75876
11-03-2016,438989,447424,256818,100167,1.24341e+06,25453,21730,25716,72899
12-03-2016,416639,415044,244684,89873,1.16625e+06,22194,19176,25750,67120
13-03-2016,399547,410299,239545,87373,1.13677e+06,22165,18872,24790,65827
14-03-2016,410448,434946,250753,99796,1.19595e+06,24754,21470,29716,75940
15-03-2016,395605,418225,242937,97922,1.15471e+06,25041,21662,30020,76723
16-03-2016,395497,416093,234869,97614,1.14407e+06,24992,21611,29666,76269
17-03-2016,405368,419094,243512,97493,1.16547e+06,24233,21438,29238,74909
18-03-2016,400956,422946,259612,95906,1.17943e+06,25232,21496,28811,75539
19-03-2016,380304,390902,248080,84016,1.10331e+06,22644,19813,26062,68519
20-03-2016,370330,383039,240833,80381,1.07459e+06,22278,19051,26433,67762
21-03-2016,398527,425544,256813,92992,1.17388e+06,25449,21723,29898,77070
22-03-2016,400994,437297,258644,95507,1.19245e+06,25843,21580,30191,77615
23-03-2016,391740,434060,258809,93095,1.17772e+06,25725,21792,29733,77250
24-03-2016,384749,426530,255144,83431,1.14986e+06,25328,21270,29364,75963
25-03-2016,369413,380150,237530,80531,1.06764e+06,22007,18958,29198,70163
26-03-2016,364164,346679,229666,77793,1.01831e+06,21272,18592,25980,65844
27-03-2016,332959,332901,208595,74316,948777,19676,16624,20389,56689
28-03-2016,360194,347598,217983,77220,1.00301e+06,22972,17615,21549,62136
29-03-2016,387546,391952,232154,91154,1.10282e+06,23160,20131,26651,69942
30-03-2016,396496,414001,237681,96638,1.14482e+06,23508,20542,28109,72159
31-03-2016,408522,408392,239352,94035,1.1503e+06,23883,20497,27793,72173
01-04-2016,403785,406031,241166,92224,1.14322e+06,23831,20942,27482,72255
02-04-2016,375946,364147,226319,78950,1.04536e+06,20470,18392,23868,62730
03-04-2016,363477,347825,219606,79225,1.01015e+06,20342,17518,22932,60792
04-04-2016,381742,389988,235478,92972,1.10019e+06,23136,19840,26550,69526
05-04-2016,377497,391587,235541,95510,1.10014e+06,23294,20062,27112,70468
06-04-2016,374400,391785,232564,92266,1.09102e+06,22792,20233,26666,69691
07-04-2016,377581,391218,228787,94436,1.09204e+06,22847,20038,26808,69693
08-04-2016,382171,388296,231276,90316,1.09207e+06,22545,19762,26363,68670
09-04-2016,361415,352232,221031,79226,1.01383e+06,19435,17481,23655,60571
10-04-2016,350906,352894,210930,76723,991464,19041,16906,22511,58458
11-04-2016,368365,387272,227258,90471,1.07338e+06,21964,19376,26702,68042
12-04-2016,368055,384432,223208,92953,1.06866e+06,21377,19815,27538,68730
13-04-2016,369462,386631,226051,93407,1.07555e+06,21312,19955,28346,69613
14-04-2016,372080,394980,231397,93478,1.09195e+06,22033,20350,27679,70062
15-04-2016,376589,384210,237431,90701,1.08892e+06,22192,19650,26307,68149
16-04-2016,345308,350059,213187,79779,988345,18902,17378,23330,59610
17-04-2016,344272,352620,205215,76967,979089,18694,17022,23195,58911
18-04-2016,365683,387634,223782,91849,1.06896e+06,21987,19580,26567,68134
19-04-2016,364708,391699,226544,91277,1.07424e+06,22145,19919,27672,69736
20-04-2016,361492,388575,228321,90808,1.0692e+06,22569,20018,27573,70160
21-04-2016,357622,386412,230604,88488,1.06314e+06,22544,19831,27127,69502
22-04-2016,364827,381381,233463,76827,1.05651e+06,22161,19615,27330,69106
23-04-2016,356602,357337,218337,75994,1.00827e+06,19972,17454,24723,62149
24-04-2016,354123,362888,212676,77499,1.0072e+06,20123,17607,24117,61847
25-04-2016,380170,409792,229162,93038,1.11217e+06,22709,19968,27916,70593
26-04-2016,374026,401987,232276,93752,1.10205e+06,23907,20494,28746,73147
27-04-2016,368243,400931,225060,93969,1.08822e+06,22930,19677,27687,70294
28-04-2016,368944,407842,225122,94392,1.09630e+06,22640,19820,27930,70390
29-04-2016,364091,377394,221887,89478,1.05286e+06,21799,19413,27145,68357
30-04-2016,350768,338573,204036,77928,971302,18254,16900,24270,59424
01-05-2016,330920,319866,192603,76141,919536,17303,15951,22726,55980
02-05-2016,358319,359269,211486,88223,1.01731e+06,20591,18723,26664,65978
03-05-2016,347486,354476,204590,89696,996254,20947,18409,26959,66315
04-05-2016,341193,350551,208583,88445,988786,20883,16232,26426,63541
05-05-2016,314943,313800,194031,74685,897454,20964,18175,26069,65208
06-05-2016,318941,322307,198081,75115,914458,20712,18357,26224,65293
07-05-2016,293109,298385,188132,68772,848410,17624,16368,23528,57520
08-05-2016,279707,285256,179879,68501,813350,17014,15772,22993,55779
09-05-2016,306743,308582,196250,83982,895399,20201,18726,26761,65688
10-05-2016,309100,313217,194501,86656,903484,20542,18943,26991,66476
11-05-2016,308294,323557,193657,86421,911931,20073,18546,26665,65284
12-05-2016,314722,332184,200399,86762,934080,20256,18526,26126,64908
13-05-2016,327572,331071,203585,83370,945608,19947,18363,25933,64243
14-05-2016,307949,310503,191585,71600,881642,17580,16624,24246,58450
15-05-2016,295950,313666,186582,70310,866508,16956,16037,22920,55913
16-05-2016,302955,356596,204565,71210,935340,19741,18604,25881,64226
17-05-2016,298936,341370,203181,83736,927235,20338,18827,26790,65955
18-05-2016,328944,342897,206680,88847,967376,20746,19082,26530,66358
19-05-2016,326006,338564,205510,89758,959848,20753,19000,26238,65991
20-05-2016,323766,323825,204969,85999,938563,20473,18515,25877,64865
21-05-2016,294657,286401,185515,73813,840394,17628,16294,23009,56931
22-05-2016,287595,282950,178091,71089,819738,17094,15925,22983,56002
23-05-2016,315725,322167,194216,87592,919711,19989,18814,25562,64365
24-05-2016,321978,317341,192624,88218,920175,20153,19083,23890,63126
25-05-2016,315910,335122,191145,85644,927824,20008,18902,25839,64749
26-05-2016,310851,342528,195415,87136,935932,20328,19357,25843,65528
27-05-2016,300454,333193,199358,83637,916649,19597,18599,25274,63470
28-05-2016,273517,289924,183407,71554,818410,16845,16384,22854,56083
29-05-2016,268643,286781,178489,70206,804122,16263,16163,22499,54925
30-05-2016,289864,327584,200549,86238,904243,19394,19197,26402,64993
31-05-2016,285399,328301,199196,87617,900521,20012,19588,26842,66442
01-06-2016,281953,324785,200342,88725,895814,19881,19669,26918,66468
02-06-2016,281084,317776,201897,89916,890680,19487,19572,27116,66175
03-06-2016,277482,312133,200737,87156,877510,19411,19032,26970,65413
04-06-2016,263593,277115,181272,75369,797356,16575,16209,22999,55783
05-06-2016,257856,271598,180976,72913,783352,16559,15281,21402,53242
06-06-2016,283434,286079,204899,87962,862377,19405,17732,25344,62481
07-06-2016,286956,323294,201416,89485,901151,19707,17971,26503,64181
08-06-2016,290453,327344,202259,88596,908665,19748,18443,26914,65105
09-06-2016,298282,332588,205912,88596,925383,19382,17928,26407,63717
10-06-2016,297080,323899,207875,84142,913000,19545,17841,26513,63899
11-06-2016,275518,292787,191232,73358,832899,17564,15898,23164,56626
12-06-2016,268582,284646,186610,72227,812077,16781,15106,22552,54439
13-06-2016,292171,323652,204961,86823,907610,19498,17472,26711,63681
14-06-2016,287636,322574,202757,89451,902430,19361,18018,27021,64400
15-06-2016,289235,322197,199498,91167,902107,19596,18440,28085,66121
16-06-2016,289033,318358,199464,91728,898590,20201,18803,28025,67029
17-06-2016,286887,312618,202660,86753,888929,19599,18607,27305,65511
18-06-2016,270243,278061,186804,72637,807752,16778,16356,23010,56144
19-06-2016,270288,277443,177231,70893,795863,16628,15844,22629,55101
20-06-2016,298952,318220,187668,86407,891249,19214,18866,26619,64699
21-06-2016,292018,319127,185711,88499,885356,19327,18872,26963,65162
22-06-2016,290972,315614,177902,88942,873438,18217,18109,27091,63417
23-06-2016,285483,309045,174657,89403,858594,15430,15100,26607,57137
24-06-2016,284163,267002,157607,86510,795287,15132,14330,23460,52922
25-06-2016,263404,247689,153142,75449,739690,15863,15875,23609,55347
26-06-2016,260543,263429,154385,71215,749582,16146,16456,23652,56254
27-06-2016,281135,306713,178234,86491,852589,18853,18308,26709,63870
28-06-2016,286328,310519,191499,88268,876619,18644,17955,26609,63208
29-06-2016,286445,317971,193989,89368,887779,18995,18153,27432,64580
30-06-2016,287118,318962,196310,87572,889974,19090,18825,27638,65553
01-07-2016,280443,304650,198725,83823,867645,19055,18881,27038,64974
02-07-2016,265332,269840,183556,69920,788654,16541,16793,23869,57203
03-07-2016,263025,271836,179911,70875,785653,16205,15990,23071,55266
04-07-2016,284320,308342,200638,82929,876242,19133,18042,25193,62368
05-07-2016,292815,313522,201307,87015,894663,19301,18029,25480,62810
06-07-2016,285134,308119,200788,83621,877670,19330,18074,22891,60295
07-07-2016,284552,308933,201201,82616,877317,19680,17936,25433,63049
08-07-2016,275812,299617,199401,82974,857805,19248,17497,25282,62027
09-07-2016,257878,263822,184190,68805,774705,16728,15530,23146,55404
10-07-2016,252069,266151,178854,70698,767780,16272,15058,22048,53378
11-07-2016,268619,292664,193714,82185,837196,18755,17994,26148,62897
12-07-2016,267984,292766,190774,81325,832861,18303,18341,26706,63350
13-07-2016,267027,292076,191991,80424,831534,18597,18100,26845,63542
14-07-2016,270332,292421,192164,82858,837776,18921,18003,26922,63846
15-07-2016,269633,281519,197903,77546,826613,19023,17706,26275,63004
16-07-2016,254837,256841,182674,67449,761810,16132,15589,23512,55233
17-07-2016,250387,256177,177546,65947,750061,15905,15143,23269,54317
18-07-2016,268649,279796,195057,75238,818741,18403,17712,26609,62724
19-07-2016,270501,276201,192953,76563,816227,18755,17886,27113,63754
20-07-2016,261354,279454,190037,77168,808022,18743,17941,27094,63778
21-07-2016,260624,275908,189751,76183,802469,18665,18221,27726,64612
22-07-2016,259343,274305,194436,76122,804208,18710,18002,27639,64351
23-07-2016,246377,263247,183618,68918,762169,16539,15971,24559,57069
24-07-2016,241335,248978,179076,67956,737355,16156,15777,23989,55922
25-07-2016,259968,277285,193861,77477,808601,18685,18694,27790,65169
26-07-2016,258588,267377,192409,76136,794525,19143,19014,28494,66651
27-07-2016,262183,272356,194064,76498,805101,19275,19058,27760,66093
28-07-2016,264372,271671,192893,77091,806029,19167,19229,28115,66511
29-07-2016,265817,273084,195995,77101,812003,18823,18419,27302,64544
30-07-2016,252068,251038,183616,69084,755819,16522,16232,24473,57227
31-07-2016,247078,245982,177429,67224,737725,16157,15673,23953,55783
01-08-2016,269364,273834,195618,77434,816255,18906,18299,27220,64425
02-08-2016,274864,273873,198116,79559,826416,19215,18082,26989,64286
03-08-2016,274067,281007,193870,81716,830671,19402,18367,27377,65146
04-08-2016,273508,285114,197272,80959,836862,19500,18579,27459,65538
05-08-2016,271563,278046,200187,78299,828110,19505,18787,27759,66051
06-08-2016,258023,253598,186961,68446,767038,17066,16586,24505,58157
07-08-2016,257926,256348,182090,70212,766583,16468,15401,22904,54773
08-08-2016,278378,289996,197737,83598,849722,19645,18381,26707,64733
09-08-2016,289140,301772,202478,83724,877114,20117,18655,28644,67416
10-08-2016,297614,308017,205096,86960,897703,20080,18321,28253,66654
11-08-2016,300164,305919,207400,87879,901372,20051,18264,27811,66126
12-08-2016,299105,303538,203202,84887,890745,19906,18185,27724,65815
13-08-2016,272851,277007,190818,71560,812233,17561,16478,25133,59172
14-08-2016,261713,276054,185289,71028,794084,17232,15907,23780,56919
15-08-2016,287600,319335,205246,86128,898320,20020,18362,23605,61987
16-08-2016,290514,322289,204576,88816,906213,21060,18771,27288,67119
17-08-2016,288559,326016,204910,89349,908842,20739,18925,28021,67685
18-08-2016,285523,331200,204757,88664,910155,20647,18790,28264,67701
19-08-2016,280003,322261,203675,87280,893231,20215,18644,28162,67021
20-08-2016,265576,279236,188678,76990,810492,17262,16678,25695,59635
21-08-2016,261260,283436,184848,74548,804108,17119,16476,24696,58291
22-08-2016,287327,320648,203679,89230,900893,20603,19066,29156,68825
23-08-2016,289967,317442,202333,90528,900282,20445,18924,29203,68572
24-08-2016,288899,321420,201680,89928,901946,20749,18869,28841,68459
25-08-2016,291458,320986,208868,90537,911855,20728,18807,29019,68554
26-08-2016,286811,312191,207600,85871,892489,20751,18824,28402,67977
27-08-2016,266528,273782,190429,72798,803542,17459,16655,25466,59580
28-08-2016,273114,282638,186124,72977,814860,17124,15876,24858,57858
29-08-2016,295672,323169,208777,84986,912618,20201,18495,28733,67429
30-08-2016,297286,323699,206680,88141,915812,20531,18504,28348,67383
31-08-2016,294623,328417,205639,89715,918400,20421,18375,28920,67716
01-09-2016,291099,325906,209252,87826,914093,20205,18179,28683,67067
02-09-2016,291306,312605,207275,84137,895329,20244,17995,28485,66724
03-09-2016,269561,277570,193825,71612,812578,17954,16216,25108,59278
04-09-2016,269979,274910,186666,73590,805151,17311,15872,24561,57744
05-09-2016,294742,328863,203974,86739,914318,20548,18365,27881,66794
06-09-2016,295982,327798,208871,88065,920726,20737,18730,28249,67716
07-09-2016,289287,328462,206493,90797,915042,20835,18963,28521,67390
08-09-2016,289101,325071,206553,89201,909929,20676,18946,29224,68846
09-09-2016,283194,322135,211067,86426,902825,20662,18552,28600,67814
10-09-2016,267677,283819,196530,72729,820759,17599,16491,9968,44058
11-09-2016,261294,278092,187340,71181,797911,17124,16321,24990,58435
12-09-2016,290053,331614,206274,86822,914783,20128,18784,28571,67483
13-09-2016,290615,334176,209366,89596,924001,20626,18866,28502,67994
14-09-2016,287844,329816,208976,89458,916096,20793,18777,28443,68013
15-09-2016,287735,328364,208497,89504,914115,15811,18891,28455,63157
16-09-2016,286128,319638,210389,84665,900826,20597,18795,28196,67588
17-09-2016,270760,292765,196162,72648,832344,17742,16584,24915,59241
18-09-2016,266523,294548,189861,72065,823008,17425,16243,23961,57629
19-09-2016,293157,332576,211043,87731,892529,20782,19011,27598,67391
20-09-2016,293337,329642,213843,88839,925671,20714,19431,27466,67611
21-09-2016,296836,333858,214930,89744,935384,20608,19577,27252,67437
22-09-2016,295295,337674,214089,88228,935302,21085,19785,27926,68796
23-09-2016,296842,324818,218609,84484,924767,21613,19403,27636,68652
24-09-2016,285412,292937,201636,72640,852640,18719,17059,24278,60056
25-09-2016,269976,283937,191737,69693,815350,18154,16433,23613,58200
26-09-2016,295629,332779,210505,87928,896233,21287,19149,27449,67885
27-09-2016,305623,332907,211537,87711,937784,21977,19498,28443,69918
28-09-2016,303045,336416,215299,85272,940024,22400,19865,28323,70588
29-09-2016,307471,337834,216134,85817,947263,22087,19555,28007,69649
30-09-2016,309556,329179,215072,83263,937069,21531,19138,27299,67968
01-10-2016,298197,301364,199947,74754,874267,18315,16669,24225,58361
02-10-2016,298245,303497,199026,74540,875291,18163,16898,23854,58915
03-10-2016,329580,349519,222410,86948,988469,21002,19412,27874,68288
04-10-2016,337424,360465,225739,88875,1.01242e+06,22086,19522,27494,69102
05-10-2016,338051,366611,230314,87829,1.02281e+06,22230,20092,28744,71066
06-10-2016,340413,363297,234128,87713,1.02556e+06,22377,20349,29197,71923
07-10-2016,331478,355748,232892,85569,1.0057e+06,22451,20327,29716,72494
08-10-2016,317484,330475,215363,73781,937104,20093,18142,26472,64707
09-10-2016,327121,336672,212218,74967,950985,19442,17816,25685,62943
10-10-2016,359162,372771,233728,90304,1.05597e+06,22836,20498,29635,72969
11-10-2016,366466,381989,236416,92942,1.07783e+06,23399,19961,29848,73208
12-10-2016,370974,393196,237427,93328,1.09494e+06,23660,20924,30119,74703
13-10-2016,376316,391857,243132,91721,1.10304e+06,24219,21251,29782,75252
14-10-2016,382178,385097,245367,84569,1.09722e+06,24171,21135,30745,76051
15-10-2016,358420,345051,225356,74743,1.00357e+06,20695,18260,26134,65089
16-10-2016,350804,347901,216249,77504,992459,20136,17640,25363,63139
17-10-2016,365822,386618,236138,91023,1.07961e+06,23567,20655,29479,73701
18-10-2016,359870,381460,234223,93430,1.06899e+06,23891,20776,29789,74456
19-10-2016,355211,376359,238229,92360,1.06217e+06,24110,21003,29764,74877
20-10-2016,364864,380442,241491,89343,1.07614e+06,24364,21211,29699,75274
21-10-2016,371255,378179,244433,87940,1.08181e+06,24757,21135,29852,75744
22-10-2016,360796,360443,231991,78998,1.03223e+06,21835,18818,26376,67029
23-10-2016,362628,362513,223990,79407,1.02854e+06,20636,18245,25537,64418
24-10-2016,383584,402180,242551,93908,1.12145e+06,24021,21290,30067,75378
25-10-2016,386297,411157,243614,96759,1.13722e+06,25043,21826,30665,77534
26-10-2016,383776,410335,249265,95995,1.13938e+06,25075,21670,30524,77269
27-10-2016,365180,389752,245106,92662,1.09271e+06,24363,21301,30137,75801
28-10-2016,362022,371155,236620,86139,1.05594e+06,23902,20914,29760,74576
29-10-2016,352849,351925,226444,75141,1.00637e+06,20742,17984,25422,64148
30-10-2016,368317,367756,230247,81904,1.04824e+06,21289,18229,25647,65165
31-10-2016,372921,404948,245740,94622,1.11824e+06,24387,20960,28031,73378
01-11-2016,382704,404795,252961,90306,1.13077e+06,25336,22029,24911,72276
02-11-2016,399617,435800,257875,94838,1.18814e+06,26363,22105,29724,78192
03-11-2016,422774,441365,259402,99220,1.22277e+06,26728,22069,30735,79532
04-11-2016,425595,440933,262727,95971,1.22523e+06,26663,21799,30588,79050
05-11-2016,407357,399887,253844,84624,1.14572e+06,23654,19685,27124,70463
06-11-2016,415547,415519,256136,81700,1.16891e+06,23935,19761,26564,70260
07-11-2016,467350,485988,278957,99969,1.33226e+06,27667,22716,31299,81682
08-11-2016,480466,482725,276795,105178,1.34517e+06,27550,23013,30491,81054
09-11-2016,474625,487636,272932,105224,1.34042e+06,27560,23018,31524,82102
10-11-2016,471276,474571,274351,105891,1.3261e+06,27825,23059,31537,82421
11-11-2016,469368,470993,279178,101778,1.32132e+06,27534,22927,31394,81855
12-11-2016,436262,434499,262651,89448,1.22287e+06,24267,20171,28144,72582
13-11-2016,400395,421013,249464,87269,1.15815e+06,23542,19153,27048,69743
14-11-2016,413656,454338,268839,100426,1.23727e+06,27135,22226,30962,80323
15-11-2016,398959,436560,265843,99196,1.20057e+06,27207,22658,31428,81293
16-11-2016,405540,434391,257973,98604,1.19651e+06,26863,22689,31784,81336
17-11-2016,414668,427622,250634,97907,1.19084e+06,26284,22067,31159,79510
18-11-2016,418392,418899,252164,95514,1.18498e+06,25853,18819,29951,74623
19-11-2016,400771,392283,233025,85202,1.11129e+06,22106,18513,26849,67468
20-11-2016,401553,386093,226064,83465,1.09718e+06,22144,18727,25805,66676
21-11-2016,426939,415229,237839,97533,1.17754e+06,25105,22045,29703,76853
22-11-2016,419053,403116,238356,96941,1.15747e+06,25838,22555,30821,79214
23-11-2016,403273,404991,240868,96845,1.14598e+06,26267,22761,31437,80465
24-11-2016,421824,434709,248614,98171,1.20333e+06,26061,22303,31267,79631
25-11-2016,406954,438091,259363,93726,1.19814e+06,26356,21925,30750,79031
26-11-2016,380225,383556,240295,78698,1.08279e+06,22587,19332,26687,68606
27-11-2016,396318,409924,243655,79182,1.12909e+06,22782,18888,26214,67884
28-11-2016,446614,470575,269750,100777,1.28772e+06,27174,22271,31221,80666
29-11-2016,443307,448580,275972,100370,1.26798e+06,27798,22966,32611,83375
30-11-2016,441857,446207,259116,99306,1.24651e+06,27284,23037,31842,82163
01-12-2016,438223,450731,260310,98146,1.24742e+06,26897,22709,31604,81210
02-12-2016,443557,461226,268908,96785,1.27048e+06,27354,23010,32334,82698
03-12-2016,431512,449463,263235,86790,1.23101e+06,24846,20560,28444,73850
04-12-2016,412426,427305,265560,83005,1.18831e+06,24543,20090,27475,72108
05-12-2016,420212,446623,261837,96464,1.18162e+06,26703,22748,31260,78362
06-12-2016,446769,480319,269362,101390,1.24801e+06,28295,23050,32070,83415
07-12-2016,431296,468626,268725,99522,1.22298e+06,27998,23124,32395,83517
08-12-2016,403615,421202,257192,96755,1.17877e+06,27024,22708,31657,81389
09-12-2016,404229,415620,264866,93366,1.17809e+06,26368,22052,30571,78991
10-12-2016,396880,406249,265258,82572,1.10472e+06,24245,19855,28662,72762
11-12-2016,407569,424824,269357,83385,1.18514e+06,24703,19797,28166,72666
12-12-2016,449808,490750,290942,100449,1.33195e+06,28137,22903,32633,83673
13-12-2016,445258,472122,284256,102412,1.30405e+06,28029,23198,32708,83935
14-12-2016,463011,478510,279159,103181,1.32387e+06,27721,23073,32658,83452
15-12-2016,465759,502167,274425,102729,1.34503e+06,27584,23227,32710,83521
16-12-2016,441540,479866,276042,102815,1.29925e+06,26903,22753,31620,81276
17-12-2016,416105,431044,260361,89290,1.19681e+06,23948,20538,28603,73089
18-12-2016,418118,411819,247935,86756,1.16463e+06,23299,19912,27586,70797
19-12-2016,427577,436647,261551,100886,1.22667e+06,26108,22580,31435,80123
20-12-2016,420902,436094,252141,101203,1.21034e+06,25808,22564,32029,80401
21-12-2016,421776,451756,248937,98804,1.22128e+06,25747,22201,32182,29867
22-12-2016,424712,433159,244312,97180,1.19938e+06,25222,22473,32317,80012
23-12-2016,422260,416582,231496,90382,1.16073e+06,23946,21520,30891,76357
24-12-2016,392755,370574,215600,78741,1.05768e+06,21224,18710,25618,65552
25-12-2016,380751,371226,206729,79059,1.03778e+06,20305,17254,22895,60454
26-12-2016,393744,376151,212567,76749,1.05923e+06,20969,17979,23391,62339
27-12-2016,416034,429355,236819,84903,1.16712e+06,23744,21347,27898,72989
28-12-2016,425590,444472,256792,86704,1.21356e+06,24848,21171,28330,74349
29-12-2016,416207,411174,256649,85025,1.12410e+06,24536,21049,29072,74657
30-12-2016,400931,400401,251285,84419,1.13703e+06,23729,20387,28536,72652
31-12-2016,375721,354309,234753,76218,1.041e+06,21383,18826,26156,66365
01-01-2017,386494,374228,239140,74998,1.07487e+06,19593,16675,22583,58851
02-01-2017,456079,478835,272174,95738,1.30283e+06,24814,20385,29008,74207
03-01-2017,462886,497661,286127,96636,1.34332e+06,26840,21976,30592,79408
04-01-2017,477197,514413,305396,96926,1.39394e+06,28925,23111,31097,83133
05-01-2017,514575,575948,324598,107769,1.20276e+06,30777,24642,32940,88359
06-01-2017,497030,544262,314774,106805,1.46288e+06,31106,25091,35267,91464
07-01-2017,437705,489759,281922,90743,1.30014e+06,28470,22879,32600,83949
08-01-2017,434056,473074,256885,89232,766072,26006,21420,30864,78290
09-01-2017,443353,480671,266846,99779,1.24346e+06,27898,24023,34118,86039
10-01-2017,437960,486782,262976,100724,1.28845e+06,27777,24082,34923,86782
11-01-2017,433004,488043,267486,98184,1.27601e+06,28848,24258,33767,86873
12-01-2017,447221,487602,272543,98487,1.30587e+06,29255,24064,33697,87016
13-01-2017,458897,490616,269410,100637,1.27010e+06,27936,23382,32442,83760
14-01-2017,445585,459927,252294,87555,1.24537e+06,24752,20631,29323,74706
15-01-2017,456571,474289,253914,87749,1.27253e+06,24220,19895,28310,72425
16-01-2017,496565,531345,280495,105442,1.41385e+06,27797,23236,33252,84285
17-01-2017,477768,521459,278695,107186,1.38511e+06,27726,23663,33827,85216
18-01-2017,451214,492719,267341,101873,1.31315e+06,27755,23566,33309,84630
19-01-2017,439731,470102,262050,99868,1.27172e+06,27078,23218,33667,83963
20-01-2017,425899,453460,270275,94502,1.24415e+06,26871,22777,32873,81484
21-01-2017,410782,434343,258550,86969,1.19066e+06,24020,20137,28776,72933
22-01-2017,416310,444216,248550,86663,1.19574e+06,23405,19690,27692,70787
23-01-2017,452287,478431,265932,100710,1.29736e+06,26730,22718,32500,81948
24-01-2017,460949,497432,275585,101153,1.33512e+06,27367,22923,32470,82760
25-01-2017,442765,482024,284006,102670,1.31147e+06,28068,23438,32345,83851
26-01-2017,435327,471860,269532,105649,1.28238e+06,27482,23464,33040,83986
27-01-2017,444319,479732,266179,98889,1.24048e+06,26443,22525,32597,81565
28-01-2017,422006,454459,255752,86864,1.21909e+06,23460,19859,28797,72116
29-01-2017,414945,453981,248815,85638,1.15548e+06,23204,19501,27675,70380
30-01-2017,444768,474485,267107,100904,1.28727e+06,26921,22980,32405,82306
31-01-2017,458923,488050,269272,101952,1.3182e+06,26900,22823,33513,83236
01-02-2017,461621,488887,273048,101531,1.32509e+06,26941,23112,33789,83842
02-02-2017,455099,486440,278094,101816,1.32146e+06,27504,23367,33352,84223
03-02-2017,443677,483034,276896,99163,1.30278e+06,26989,22686,32727,82402
04-02-2017,424338,441791,257188,87618,1.21095e+06,24046,20200,28675,72921
05-02-2017,421601,446285,256940,85587,1.21043e+06,23850,19785,27865,71500
06-02-2017,456472,496320,293047,99696,1.34554e+06,28384,23337,32447,84168
07-02-2017,485778,519812,308652,103555,1.41781e+06,30039,24470,33410,87919
08-02-2017,503789,529257,307226,105222,1.44551e+06,30103,24527,34370,89000
09-02-2017,509846,522069,309991,107571,1.44949e+06,29742,24464,34041,88247
10-02-2017,494166,506563,303957,102960,1.40765e+06,30035,24173,32885,87093
11-02-2017,461226,462033,282999,87531,1.2938e+06,26995,21495,29716,78206
